Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
133104-152295,RB,Gregory,Gregory Desrosiers,Desrosiers,,0,4000,ARI@LAC,LAC,ARI,,,,,,RB/FLEX
133104-252646,TE,Connor,Connor Hulstein,Hulstein,,0,4000,NYJ@TEN,NYJ,TEN,,,,,,TE/FLEX
133104-137966,WR,AJ,AJ Henning,Henning,,0,4000,MIA@LV,MIA,LV,,,,,,WR/FLEX
133104-156400,RB,Roman,Roman Hemby,Hemby,,0,4000,MIA@LV,LV,MIA,,,,,,RB/FLEX
133104-128759,WR,Keelan,Keelan Marion,Marion,,0,4000,ATL@PIT,ATL,PIT,,,,,,WR/FLEX
133104-56059,WR,Trent,Trent Sherfield Sr.,Sherfield Sr.,0.8999999761581421,4,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133104-86778,TE,Devin,Devin Culp,Culp,3.549999952316284,2,4000,TB@CIN,TB,CIN,,,,,,TE/FLEX
133104-86780,RB,Salvon,Salvon Ahmed,Ahmed,,0,4000,CHI@CAR,CHI,CAR,,,,,,RB/FLEX
133104-226048,RB,Elijah,Elijah Tau-Tolliver,Tau-Tolliver,,0,4000,BAL@IND,BAL,IND,,,,,,RB/FLEX
133104-137990,TE,Tip,Tip Reiman,Reiman,1.099999984105428,3,4000,ARI@LAC,ARI,LAC,NA,Ankle,,,,TE/FLEX
133104-169733,TE,Carsen,Carsen Ryan,Ryan,,0,4000,CLE@JAC,CLE,JAC,,,,,,TE/FLEX
133104-136970,WR,Danny,Danny Gray,Gray,0,1,4000,WAS@PHI,PHI,WAS,Q,Concussion,,,,WR/FLEX
133104-174856,WR,Hank,Hank Beatty,Beatty,,0,4000,NYJ@TEN,TEN,NYJ,,,,,,WR/FLEX
133104-152333,WR,Malik,Malik McClain,McClain,,0,4000,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133104-71444,RB,Travis,Travis Homer,Homer,-0.04000000059604645,5,4000,ATL@PIT,PIT,ATL,,,,,,RB/FLEX
133104-107286,WR,Jha'Quan,Jha'Quan Jackson,Jackson,-0.26666667064030963,12,4000,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133104-152350,RB,Jamal,Jamal Haynes,Haynes,,0,4000,TB@CIN,CIN,TB,,,,,,RB/FLEX
133104-170783,WR,Omari,Omari Kelly,Kelly,,0,4000,CHI@CAR,CHI,CAR,,,,,,WR/FLEX
133104-167714,TE,Kenny,Kenny Fletcher Jr.,Fletcher Jr.,,0,4000,TB@CIN,TB,CIN,,,,,,TE/FLEX
133104-119584,TE,Carson,Carson Towt,Towt,,0,4000,BAL@IND,IND,BAL,,,,,,TE/FLEX
133104-71459,RB,Brittain,Brittain Brown,Brown,4.849999904632568,2,4000,CHI@CAR,CHI,CAR,,,,,,RB/FLEX
133104-152363,TE,Gavin,Gavin Bartholomew,Bartholomew,,0,4000,GB@MIN,MIN,GB,Q,Back,,,,TE/FLEX
133104-158511,RB,Max,Max Bredeson,Bredeson,,0,4000,GB@MIN,MIN,GB,,,,,,RB/FLEX
133104-138028,RB,Kalel,Kalel Mullings,Mullings,0.23333332935969034,3,4000,NYJ@TEN,TEN,NYJ,Q,Hip,,,,RB/FLEX
133104-103214,WR,Eli,Eli Pancol,Pancol,,0,4000,BAL@IND,IND,BAL,,,,,,WR/FLEX
133104-157490,TE,Will,Will Kacmarek,Kacmarek,,0,4000,MIA@LV,MIA,LV,,,,,,TE/FLEX
133104-138039,TE,Matt,Matt Hibner,Hibner,,0,4000,BAL@IND,BAL,IND,,,,,,TE/FLEX
133104-201526,RB,Ian,Ian Wheeler,Wheeler,,0,4000,BUF@HOU,BUF,HOU,,,,,,RB/FLEX
133104-137017,TE,Drake,Drake Dabney,Dabney,0.800000011920929,1,4000,GB@MIN,GB,MIN,,,,,,TE/FLEX
133104-119615,RB,Roydell,Roydell Williams,Williams,,0,4000,BAL@IND,IND,BAL,,,,,,RB/FLEX
133104-158529,WR,Josh,Josh Cameron,Cameron,,0,4000,CLE@JAC,JAC,CLE,,,,,,WR/FLEX
133104-185153,RB,Davon,Davon Booth,Booth,,0,4000,CLE@JAC,CLE,JAC,,,,,,RB/FLEX
133104-159559,WR,Roc,Roc Taylor,Taylor,,0,4000,CHI@CAR,CAR,CHI,,,,,,WR/FLEX
133104-69451,TE,Jack,Jack Stoll,Stoll,1.7000000476837158,8,4000,CLE@JAC,CLE,JAC,,,,,,TE/FLEX
133104-41806,WR,Laquon,Laquon Treadwell,Treadwell,0,5,4000,BAL@IND,IND,BAL,Q,Hamstring,,,,WR/FLEX
133104-154445,WR,Sahmir,Sahmir Hagans,Hagans,,0,4000,BAL@IND,IND,BAL,,,,,,WR/FLEX
133104-91989,RB,Jordan,Jordan Mims,Mims,2.8714286259242465,7,4000,GB@MIN,MIN,GB,,,,,,RB/FLEX
133104-103252,RB,Zonovan,Zonovan Knight,Knight,6.825000127156575,12,4000,ARI@LAC,ARI,LAC,,,,,,RB/FLEX
133104-178011,WR,Xavier,Xavier Guillory,Guillory,,0,4000,BAL@IND,BAL,IND,,,,,,WR/FLEX
133104-201561,WR,Cole,Cole Burgess,Burgess,,0,4000,ATL@PIT,PIT,ATL,IR,Undisclosed,,,,WR/FLEX
133104-119642,WR,Ja'Mori,Ja'Mori Maclin,Maclin,,0,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133104-158553,RB,Jaden,Jaden Nixon,Nixon,,0,4000,GB@MIN,GB,MIN,,,,,,RB/FLEX
133104-201564,TE,Cam,Cam Grandy,Grandy,0.8500000238418579,2,4000,TB@CIN,CIN,TB,,,,,,TE/FLEX
133104-137058,WR,Trebor,Trebor Pena,Pena,,0,4000,CLE@JAC,JAC,CLE,,,,,,WR/FLEX
133104-66402,TE,Jack,Jack Driscoll,Driscoll,0,1,4000,ATL@PIT,PIT,ATL,,,,,,TE/FLEX
133104-93026,TE,Teagan,Teagan Quitoriano,Quitoriano,0,1,4000,ARI@LAC,ARI,LAC,,,,,,TE/FLEX
133104-192359,WR,JaQuae,JaQuae Jackson,Jackson,,0,4000,ARI@LAC,LAC,ARI,,,,,,WR/FLEX
133104-139114,RB,Jabari,Jabari Small,Small,,0,4000,NO@DET,DET,NO,,,,,,RB/FLEX
133104-156523,RB,Carson,Carson Steele,Steele,1.569230739886944,13,4000,WAS@PHI,PHI,WAS,,,,,,RB/FLEX
133104-120684,WR,Garrett,Garrett Greene,Greene,,0,4000,TB@CIN,TB,CIN,,,,,,WR/FLEX
133104-166764,WR,Cam,Cam Camper,Camper,,0,4000,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133104-166770,WR,Kendrick,Kendrick Law,Law,,0,4000,NO@DET,DET,NO,IR,Knee - acl,,,,WR/FLEX
133104-166774,WR,Aaron,Aaron Anderson,Anderson,,0,4000,CLE@JAC,CLE,JAC,Q,Undisclosed,,,,WR/FLEX
133104-119672,RB,Kendall,Kendall Milton,Milton,0.20000000298023224,1,4000,TB@CIN,CIN,TB,,,,,,RB/FLEX
133104-114557,WR,Cornelius,Cornelius Johnson,Johnson,,0,4000,BAL@IND,BAL,IND,,,,,,WR/FLEX
133104-185215,RB,Kadarius,Kadarius Calloway,Calloway,,0,4000,TB@CIN,TB,CIN,,,,,,RB/FLEX
133104-94087,RB,DeeJay,DeeJay Dallas,Dallas,0.4199999809265137,5,4000,CLE@JAC,JAC,CLE,,,,,,RB/FLEX
133104-103302,WR,Courtney,Courtney Jackson,Jackson,,0,4000,NYJ@TEN,TEN,NYJ,,,,,,WR/FLEX
133104-157579,TE,Rocco,Rocco Underwood,Underwood,,0,4000,WAS@PHI,PHI,WAS,,,,,,TE/FLEX
133104-23435,TE,Andrew,Andrew DePaola,DePaola,,0,4000,GB@MIN,MIN,GB,,,,,,TE/FLEX
133104-160655,WR,Brock,Brock Rechsteiner,Rechsteiner,,0,4000,NO@DET,NO,DET,IR,Suspension,,,,WR/FLEX
133104-94094,TE,Brevin,Brevin Jordan,Jordan,0.8500000238418579,2,4000,BUF@HOU,HOU,BUF,Q,Knee,,,,TE/FLEX
133104-158610,TE,Drew,Drew Biber,Biber,,0,4000,GB@MIN,GB,MIN,,,,,,TE/FLEX
133104-64405,WR,Dan,Dan Chisena,Chisena,1.2999999523162842,4,4000,CHI@CAR,CAR,CHI,IR,Undisclosed,,,,WR/FLEX
133104-92056,TE,Cal,Cal Adomitis,Adomitis,0,1,4000,GB@MIN,GB,MIN,,,,,,TE/FLEX
133104-128920,RB,Noah,Noah Whittington,Whittington,,0,4000,BUF@HOU,HOU,BUF,,,,,,RB/FLEX
133104-176025,WR,Noah,Noah Thomas,Thomas,,0,4000,TB@CIN,CIN,TB,,,,,,WR/FLEX
133104-114591,TE,William,William Wagner,Wagner,,0,4000,TB@CIN,CIN,TB,,,,,,TE/FLEX
133104-159649,RB,DJ,DJ Herman,Herman,,0,4000,MIA@LV,MIA,LV,,,,,,RB/FLEX
133104-94116,TE,Will,Will Mallory,Mallory,2.0999999046325684,1,4000,BAL@IND,IND,BAL,,,,,,TE/FLEX
133104-119718,RB,Chip,Chip Trayanum,Trayanum,,0,4000,NYJ@TEN,NYJ,TEN,,,,,,RB/FLEX
133104-184229,WR,Kole,Kole Wilson,Wilson,,0,4000,CLE@JAC,CLE,JAC,,,,,,WR/FLEX
133104-155563,TE,Johnny,Johnny Pascuzzi,Pascuzzi,,0,4000,ARI@LAC,LAC,ARI,,,,,,TE/FLEX
133104-157609,WR,Gage,Gage Larvadain,Larvadain,0.7416666348775228,12,4000,CLE@JAC,CLE,JAC,,,,,,WR/FLEX
133104-167849,TE,Zach,Zach Horton,Horton,,0,4000,NO@DET,DET,NO,,,,,,TE/FLEX
133104-138156,TE,Joe,Joe Royer,Royer,,0,4000,CLE@JAC,CLE,JAC,,,,,,TE/FLEX
133104-93107,RB,AJ,AJ Dillon,Dillon,1.2666666507720947,6,4000,CHI@CAR,CAR,CHI,,,,,,RB/FLEX
133104-187313,RB,Dontae,Dontae McMillan,McMillan,,0,4000,BAL@IND,BAL,IND,,,,,,RB/FLEX
133104-138164,TE,Patrick,Patrick Gurd,Gurd,,0,4000,MIA@LV,LV,MIA,,,,,,TE/FLEX
133104-138169,TE,Jaheim,Jaheim Bell,Bell,0.75,4,4000,ATL@PIT,PIT,ATL,,,,,,TE/FLEX
133104-104388,WR,Tom,Tom Kennedy,Kennedy,0.9333333174387614,6,4000,NO@DET,DET,NO,,,,,,WR/FLEX
133104-95184,WR,Xavier,Xavier Johnson,Johnson,,0,4000,TB@CIN,CIN,TB,,,,,,WR/FLEX
133104-169937,WR,Lance,Lance McCutcheon,McCutcheon,,0,4000,NYJ@TEN,TEN,NYJ,,,,,,WR/FLEX
133104-136151,WR,Devin,Devin Lafayette,Lafayette,,0,4000,MIA@LV,LV,MIA,,,,,,WR/FLEX
133104-73687,WR,Quez,Quez Watkins,Watkins,,0,4000,WAS@PHI,PHI,WAS,,,,,,WR/FLEX
133104-72665,TE,Kenny,Kenny Yeboah,Yeboah,2.199999968210856,6,4000,ARI@LAC,ARI,LAC,IR,Hamstring,,,,TE/FLEX
133104-136155,WR,Trayvon,Trayvon Rudolph,Rudolph,,0,4000,GB@MIN,MIN,GB,,,,,,WR/FLEX
133104-231386,WR,Terrill,Terrill Davis,Davis,,0,4000,GB@MIN,MIN,GB,,,,,,WR/FLEX
133104-91098,WR,Lawrence,Lawrence Keys III,Keys III,,0,4000,NO@DET,DET,NO,Q,Leg,,,,WR/FLEX
133104-85986,TE,James,James Mitchell,Mitchell,1.433333396911621,3,4000,CHI@CAR,CAR,CHI,,,,,,TE/FLEX
133104-129001,WR,E.J.,E.J. Williams Jr.,Williams Jr.,,0,4000,MIA@LV,LV,MIA,,,,,,WR/FLEX
133104-158697,WR,Chase,Chase Roberts,Roberts,,0,4000,MIA@LV,LV,MIA,,,,,,WR/FLEX
133104-155631,WR,Liam,Liam Clifford,Clifford,,0,4000,BAL@IND,IND,BAL,,,,,,WR/FLEX
133104-71662,WR,DJ,DJ Turner,Turner,3.258333206176758,12,4000,BUF@HOU,HOU,BUF,Q,Undisclosed,,,,WR/FLEX
133104-152574,RB,Donovan,Donovan Edwards,Edwards,,0,4000,MIA@LV,MIA,LV,,,,,,RB/FLEX
133104-96254,TE,Nick,Nick Muse,Muse,0,2,4000,ATL@PIT,ATL,PIT,,,,,,TE/FLEX
133104-12551,D,Tampa Bay,Tampa Bay Buccaneers,Buccaneers,5.823529411764706,17,3900,TB@CIN,TB,CIN,,,,,,DEF
133104-12537,D,Las Vegas,Las Vegas Raiders,Raiders,4.470588235294118,17,3800,MIA@LV,LV,MIA,,,,,,DEF
133104-12525,D,Atlanta,Atlanta Falcons,Falcons,7.352941176470588,17,3700,ATL@PIT,ATL,PIT,,,,,,DEF
133104-12528,D,Cincinnati,Cincinnati Bengals,Bengals,4.764705882352941,17,3600,TB@CIN,CIN,TB,,,,,,DEF
133104-12529,D,Cleveland,Cleveland Browns,Browns,7.882352941176471,17,3500,CLE@JAC,CLE,JAC,,,,,,DEF
133104-12544,D,New York,New York Jets,Jets,2.764705882352941,17,3400,NYJ@TEN,NYJ,TEN,,,,,,DEF
133104-12553,D,Carolina,Carolina Panthers,Panthers,5.944444444444445,18,3300,CHI@CAR,CAR,CHI,,,,,,DEF
133104-12534,D,Tennessee,Tennessee Titans,Titans,5.117647058823529,17,3200,NYJ@TEN,TEN,NYJ,,,,,,DEF
133104-12535,D,Indianapolis,Indianapolis Colts,Colts,5.823529411764706,17,3200,BAL@IND,IND,BAL,,,,,,DEF
133104-12542,D,New Orleans,New Orleans Saints,Saints,7,17,3100,NO@DET,NO,DET,,,,,,DEF
133104-12552,D,Washington,Washington Commanders,Commanders,4.470588235294118,17,3100,WAS@PHI,WAS,PHI,,,,,,DEF
133104-12539,D,Miami,Miami Dolphins,Dolphins,5.823529411764706,17,3000,MIA@LV,MIA,LV,,,,,,DEF
133104-12546,D,Arizona,Arizona Cardinals,Cardinals,4.529411764705882,17,3000,ARI@LAC,ARI,LAC,,,,,,DEF
